ICAO,Name,Country,Latitude,Longitude
AYGA,Goroka Airport,Papua New Guinea,-6.081689835,145.3919983
AYMD,Madang Airport,Papua New Guinea,-5.207079887,145.7890015
AYMH,Mount Hagen Kagamuga Airport,Papua New Guinea,-5.826789856,144.2960052
AYNZ,Nadzab Airport,Papua New Guinea,-6.569803,146.725977
AYPY,Port Moresby Jacksons International Airport,Papua New Guinea,-9.443380356,147.2200012
AYWK,Wewak International Airport,Papua New Guinea,-3.583830118,143.6690063
BGBW,Narsarsuaq Airport,Greenland,61.16049957,-45.42599869
BGGH,Godthaab / Nuuk Airport,Greenland,64.19090271,-51.67810059
BGSF,Kangerlussuaq Airport,Greenland,67.0122219,-50.71160316
BGTL,Thule Air Base,Greenland,76.53119659,-68.70320129
BIAR,Akureyri Airport,Iceland,65.66000366,-18.0727005
BIEG,Egilsstaðir Airport,Iceland,65.28330231,-14.40139961
BIHN,Hornafjörður Airport,Iceland,64.295601,-15.2272
BIHU,Húsavík Airport,Iceland,65.952301,-17.426001
BIIS,Ísafjörður Airport,Iceland,66.05809784,-23.13529968
BIKF,Keflavik International Airport,Iceland,63.98500061,-22.60560036
BIPA,Patreksfjörður Airport,Iceland,65.555801,-23.965
BIRK,Reykjavik Airport,Iceland,64.12999725,-21.94059944
BISI,Siglufjörður Airport,Iceland,66.133301,-18.9167
BIVM,Vestmannaeyjar Airport,Iceland,63.42430115,-20.27890015
CYAM,Sault Ste Marie Airport,Canada,46.48500061,-84.50939941
CYAV,Winnipeg / St. Andrews Airport,Canada,50.0564003,-97.03250122
CYAW,Halifax / CFB Shearwater Heliport,Canada,44.639702,-63.499401
CYAY,St. Anthony Airport,Canada,51.39189911,-56.08309937
CYAZ,Tofino / Long Beach Airport,Canada,49.079833,-125.775583
CYBB,Kugaaruk Airport,Canada,68.534401,-89.808098
CYBC,Baie Comeau Airport,Canada,49.13249969,-68.20439911
CYBG,CFB Bagotville,Canada,48.33060074,-70.99639893
CYBK,Baker Lake Airport,Canada,64.29889679,-96.07779694
CYBL,Campbell River Airport,Canada,49.95080185,-125.2710037
CYBR,Brandon Municipal Airport,Canada,49.91,-99.951897
CYCB,Cambridge Bay Airport,Canada,69.10810089,-105.1380005
CYCD,Nanaimo Airport,Canada,49.05497022,-123.8698626
CYCG,Castlegar/West Kootenay Regional Airport,Canada,49.29639816,-117.6320038
CYCH,Miramichi Airport,Canada,47.007801,-65.449203
CYCL,Charlo Airport,Canada,47.990799,-66.330299
CYCO,Kugluktuk Airport,Canada,67.816704,-115.143997
CYCT,Coronation Airport,Canada,52.07500076,-111.4449997
CYCW,Chilliwack Airport,Canada,49.15280151,-121.939003
CYCY,Clyde River Airport,Canada,70.48609924,-68.51670074
CYZS,Coral Harbour Airport,Canada,64.19329834,-83.35939789
CYDA,Dawson City Airport,Canada,64.04309845,-139.128006
CYDB,Burwash Airport,Canada,61.37110138,-139.0410004
CYDC,Princeton Airport,Canada,49.4681015,-120.5110016
CYDF,Deer Lake Airport,Canada,49.21080017,-57.39139938
CYDL,Dease Lake Airport,Canada,58.42219925,-130.0319977
CYDN,Dauphin Barker Airport,Canada,51.10079956,-100.052002
CYDQ,Dawson Creek Airport,Canada,55.74229813,-120.1829987
CYEG,Edmonton International Airport,Canada,53.30970001,-113.5800018
CYEK,Arviat Airport,Canada,61.09420013,-94.07080078
CYEN,Estevan Airport,Canada,49.21030045,-102.9660034
CYET,Edson Airport,Canada,53.57889938,-116.4649963
CYEU,Eureka Airport,Canada,79.99469757,-85.81420136
CYEV,Inuvik Mike Zubko Airport,Canada,68.30419922,-133.4830017
CYFB,Iqaluit Airport,Canada,63.756402,-68.555801
CYFC,Fredericton Airport,Canada,45.8689003,-66.53720093
CYFE,Forestville Airport,Canada,48.74610138,-69.09719849
CYFO,Flin Flon Airport,Canada,54.67810059,-101.6819992
CYFR,Fort Resolution Airport,Canada,61.18080139,-113.6900024
CYFS,Fort Simpson Airport,Canada,61.7602005,-121.2369995
CYGK,Kingston Norman Rogers Airport,Canada,44.22529984,-76.59690094
CYGL,La Grande Rivière Airport,Canada,53.62530136,-77.70420074
CYGP,Gaspé (Michel-Pouliot) Airport,Canada,48.77529907,-64.47859955
CYGQ,Geraldton Greenstone Regional Airport,Canada,49.77830124,-86.93939972
CYGR,Îles-de-la-Madeleine Airport,Canada,47.42470169,-61.77809906
CYHB,Hudson Bay Airport,Canada,52.81669998,-102.310997
CYHD,Dryden Regional Airport,Canada,49.831699,-92.744202
CYHI,Ulukhaktok Holman Airport,Canada,70.76280212,-117.8059998
CYHK,Gjoa Haven Airport,Canada,68.63559723,-95.84970093
CYHM,John C. Munro Hamilton International Airport,Canada,43.17359924,-79.93499756
CYHU,Montréal / Saint-Hubert Airport,Canada,45.51750183,-73.41690063
CYHY,Hay River / Merlyn Carter Airport,Canada,60.83969879,-115.7829971
CYHZ,Halifax / Stanfield International Airport,Canada,44.88079834,-63.50859833
CYIB,Atikokan Municipal Airport,Canada,48.77389908,-91.63860321
CYIO,Pond Inlet Airport,Canada,72.6832962,-77.96669769
CYJN,St Jean Airport,Canada,45.29439926,-73.28109741
CYJT,Stephenville Airport,Canada,48.5442009,-58.54999924
CYKA,Kamloops Airport,Canada,50.70220184,-120.4440002
CYKF,Waterloo Airport,Canada,43.46080017,-80.37860107
CYKL,Schefferville Airport,Canada,54.80530167,-66.80529785
CYKY,Kindersley Airport,Canada,51.51750183,-109.1809998
CYKZ,Buttonville Municipal Airport,Canada,43.86220169,-79.37000275
CYLD,Chapleau Airport,Canada,47.81999969,-83.34670258
CYLJ,Meadow Lake Airport,Canada,54.12530136,-108.5230026
CYLL,Lloydminster Airport,Canada,53.30920029,-110.072998
CYLT,Alert Airport,Canada,82.51779938,-62.2806015
CYLW,Kelowna International Airport,Canada,49.95610046,-119.3779984
CYMA,Mayo Airport,Canada,63.61640167,-135.8679962
CYMJ,Moose Jaw Air Vice Marshal C. M. McEwen Airport,Canada,50.33029938,-105.5589981
CYMM,Fort McMurray Airport,Canada,56.65330124,-111.2220001
CYMO,Moosonee Airport,Canada,51.29109955,-80.60780334
CYMW,Maniwaki Airport,Canada,46.27280045,-75.99060059
CYMX,Montreal International (Mirabel) Airport,Canada,45.679501,-74.038696
CYNA,Natashquan Airport,Canada,50.18999863,-61.78919983
CYND,Ottawa / Gatineau Airport,Canada,45.52170181,-75.56359863
CYNM,Matagami Airport,Canada,49.76169968,-77.80280304
CYOC,Old Crow Airport,Canada,67.57060242,-139.8390045
CYOD,CFB Cold Lake,Canada,54.40499878,-110.2789993
CYOJ,High Level Airport,Canada,58.62139893,-117.1650009
CYOW,Ottawa Macdonald-Cartier International Airport,Canada,45.32249832,-75.66919708
CYPA,Prince Albert Glass Field,Canada,53.21419907,-105.6729965
CYPE,Peace River Airport,Canada,56.226898,-117.446999
CYPG,Southport Airport,Canada,49.903099,-98.273817
CYPK,Pitt Meadows Airport,Canada,49.21609879,-122.7099991
CYPL,Pickle Lake Airport,Canada,51.44639969,-90.21420288
CYPN,Port Menier Airport,Canada,49.83639908,-64.28859711
CYPQ,Peterborough Airport,Canada,44.22999954,-78.36329651
CYPR,Prince Rupert Airport,Canada,54.28609848,-130.4450073
CYPY,Fort Chipewyan Airport,Canada,58.76720047,-111.1169968
CYQA,Muskoka Airport,Canada,44.97470093,-79.30329895
CYQB,Quebec Jean Lesage International Airport,Canada,46.7911,-71.393303
CYQF,Red Deer Regional Airport,Canada,52.18220139,-113.8939972
CYQG,Windsor Airport,Canada,42.27560043,-82.95559692
CYQH,Watson Lake Airport,Canada,60.11640167,-128.8220062
CYQK,Kenora Airport,Canada,49.78829956,-94.36309814
CYQL,Lethbridge County Airport,Canada,49.63029861,-112.8000031
CYQM,Greater Moncton International Airport,Canada,46.11220169,-64.6785965
CYQQ,Comox Airport,Canada,49.71080017,-124.887001
CYQR,Regina International Airport,Canada,50.43190002,-104.6660004
CYQT,Thunder Bay Airport,Canada,48.37189865,-89.32389832
CYQU,Grande Prairie Airport,Canada,55.17969894,-118.8850021
CYQV,Yorkton Municipal Airport,Canada,51.26470184,-102.461998
CYQW,North Battleford Airport,Canada,52.76919937,-108.2440033
CYQX,Gander International Airport,Canada,48.93690109,-54.56809998
CYQY,Sydney / J.A. Douglas McCurdy Airport,Canada,46.1614,-60.047798
CYQZ,Quesnel Airport,Canada,53.02610016,-122.5100021
CYRB,Resolute Bay Airport,Canada,74.71690369,-94.9693985
CYRI,Rivière-du-Loup Airport,Canada,47.76440048,-69.58470154
CYRJ,Roberval Airport,Canada,48.52000046,-72.26560211
CYRM,Rocky Mountain House Airport,Canada,52.42969894,-114.9039993
CYRT,Rankin Inlet Airport,Canada,62.81140137,-92.11579895
CYSB,Sudbury Airport,Canada,46.625,-80.79889679
CYSC,Sherbrooke Airport,Canada,45.43859863,-71.69139862
CYSJ,Saint John Airport,Canada,45.31610107,-65.89029694
CYSM,Fort Smith Airport,Canada,60.02030182,-111.961998
CYSR,Nanisivik Airport,Canada,72.982201,-84.613602
CYSU,Summerside Airport,Canada,46.44060135,-63.83359909
CYSY,Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,Canada,71.99389648,-125.2429962
CYTE,Cape Dorset Airport,Canada,64.23000336,-76.52670288
CYTH,Thompson Airport,Canada,55.80110168,-97.86419678
CYTR,CFB Trenton,Canada,44.1189003,-77.52809906
CYTS,Timmins/Victor M. Power,Canada,48.56969833,-81.37670136
CYTZ,Billy Bishop Toronto City Centre Airport,Canada,43.627499,-79.396202
CYUB,Tuktoyaktuk Airport,Canada,69.4332962,-133.026001
CYUL,Montreal / Pierre Elliott Trudeau International Airport,Canada,45.47060013,-73.74079895
CYUT,Repulse Bay Airport,Canada,66.52140045,-86.22470093
CYUX,Hall Beach Airport,Canada,68.77610016,-81.2425
CYUY,Rouyn Noranda Airport,Canada,48.20610046,-78.83560181
CYVC,La Ronge Airport,Canada,55.15140152,-105.262001
CYVG,Vermilion Airport,Canada,53.35580063,-110.8239975
CYVM,Qikiqtarjuaq Airport,Canada,67.54579926,-64.03140259
CYVO,Val-d'Or Airport,Canada,48.05329895,-77.78279877
CYVP,Kuujjuaq Airport,Canada,58.09609985,-68.42690277
CYVQ,Norman Wells Airport,Canada,65.28160095,-126.7979965
CYVR,Vancouver International Airport,Canada,49.19390106,-123.1839981
CYVT,Buffalo Narrows Airport,Canada,55.84189987,-108.4179993
CYVV,Wiarton Airport,Canada,44.7458,-81.107201
CYWA,Petawawa Airport,Canada,45.95220184,-77.31919861
CYWG,Winnipeg / James Armstrong Richardson International Airport,Canada,49.90999985,-97.23989868
CYWK,Wabush Airport,Canada,52.9219017,-66.86440277
CYWL,Williams Lake Airport,Canada,52.18310165,-122.0540009
CYWY,Wrigley Airport,Canada,63.20940018,-123.4369965
CYXC,Cranbrook/Canadian Rockies International Airport,Canada,49.6108017,-115.7819977
CYXD,Edmonton City Centre (Blatchford Field) Airport,Canada,53.57249832,-113.5210037
CYXE,Saskatoon John G. Diefenbaker International Airport,Canada,52.17079926,-106.6999969
CYXH,Medicine Hat Airport,Canada,50.01890182,-110.7210007
CYXJ,Fort St John Airport,Canada,56.23809814,-120.7399979
CYXL,Sioux Lookout Airport,Canada,50.11389923,-91.90529633
CYXP,Pangnirtung Airport,Canada,66.14499664,-65.71360016
CYXR,Earlton (Timiskaming Regional) Airport,Canada,47.69740065,-79.84734535
CYXS,Prince George Airport,Canada,53.88940048,-122.6790009
CYXT,Northwest Regional Airport Terrace-Kitimat,Canada,54.468498,-128.576009
CYXU,London Airport,Canada,43.035599,-81.1539
CYXX,Abbotsford Airport,Canada,49.02529907,-122.3610001
CYXY,Whitehorse / Erik Nielsen International Airport,Canada,60.70959854,-135.0670013
CYYB,North Bay Jack Garland Airport,Canada,46.363602,-79.422798
CYYC,Calgary International Airport,Canada,51.11389923,-114.0199966
CYYD,Smithers Airport,Canada,54.8246994,-127.1829987
CYYE,Fort Nelson Airport,Canada,58.83639908,-122.5970001
CYYF,Penticton Airport,Canada,49.46310043,-119.6019974
CYYG,Charlottetown Airport,Canada,46.29000092,-63.12110138
CYYH,Taloyoak Airport,Canada,69.54669952,-93.5766983
CYYJ,Victoria International Airport,Canada,48.64690018,-123.4260025
CYYL,Lynn Lake Airport,Canada,56.86389923,-101.0759964
CYYN,Swift Current Airport,Canada,50.29190063,-107.6910019
CYYQ,Churchill Airport,Canada,58.73920059,-94.06500244
CYYR,Goose Bay Airport,Canada,53.31919861,-60.42580032
CYYT,St. John's International Airport,Canada,47.61859894,-52.75189972
CYYU,Kapuskasing Airport,Canada,49.41389847,-82.46749878
CYYW,Armstrong Airport,Canada,50.29029846,-88.90969849
CYYY,Mont Joli Airport,Canada,48.60860062,-68.20809937
CYYZ,Lester B. Pearson International Airport,Canada,43.67720032,-79.63059998
CYZD,Downsview Airport,Canada,43.74250031,-79.46559906
CYZE,Gore Bay Manitoulin Airport,Canada,45.88529968,-82.56780243
CYZF,Yellowknife Airport,Canada,62.46279907,-114.4400024
CYZH,Slave Lake Airport,Canada,55.29309845,-114.7770004
CYZP,Sandspit Airport,Canada,53.25429916,-131.8139954
CYZR,Chris Hadfield Airport,Canada,42.99940109,-82.30889893
CYZT,Port Hardy Airport,Canada,50.68059921,-127.3669968
CYZU,Whitecourt Airport,Canada,54.14390182,-115.7870026
CYZV,Sept-Îles Airport,Canada,50.22330093,-66.26560211
CYZW,Teslin Airport,Canada,60.17279816,-132.7429962
CYZX,CFB Greenwood,Canada,44.9844017,-64.91690063
CZFA,Faro Airport,Canada,62.20750046,-133.3760071
CZFM,Fort Mcpherson Airport,Canada,67.40750122,-134.8609924
DAAB,Blida Airport,Algeria,36.50360107,2.814169884
DAAD,Bou Saada Airport,Algeria,35.33250046,4.206389904
DAAE,Soummam Airport,Algeria,36.7120018,5.069920063
DAAG,Houari Boumediene Airport,Algeria,36.69100189,3.215409994
DAAJ,Djanet Inedbirene Airport,Algeria,24.292801,9.45244
DAAK,Boufarik Airport,Algeria,36.545799,2.87611
DAAN,Reggane Airport,Algeria,26.7101,0.285647
DAAP,Illizi Takhamalt Airport,Algeria,26.7234993,8.622650146
DAAQ,Ain Oussera Airport,Algeria,35.52539825,2.878710032
DAAT,Aguenar – Hadj Bey Akhamok Airport,Algeria,22.81150055,5.451079845
DAAV,Jijel Ferhat Abbas Airport,Algeria,36.79510117,5.87361002
DAAY,Mecheria Airport,Algeria,33.53590012,-0.242353007
DAAZ,Relizane Airport,Algeria,35.752201,0.626272
DABB,Rabah Bitat Airport,Algeria,36.822201,7.809174
DABC,Mohamed Boudiaf International Airport,Algeria,36.27600098,6.620389938
DABS,Cheikh Larbi Tébessi Airport,Algeria,35.43159866,8.12071991
DAFH,Hassi R'Mel Airport,Algeria,32.93040085,3.311539888
DAOB,Bou Chekif Airport,Algeria,35.34109879,1.463150024
DAOE,Bou Sfer Airport,Algeria,35.73540115,-0.805388987
DAOF,Tindouf Airport,Algeria,27.7003994,-8.167099953
DAOI,Ech Cheliff Airport,Algeria,36.21269989,1.331769943
DAOL,Tafaraoui Airport,Algeria,35.54240036,-0.532278001
DAON,Zenata – Messali El Hadj Airport,Algeria,35.01670074,-1.450000048
DAOO,Es Senia Airport,Algeria,35.62390137,-0.621182978
DAOS,Sidi Bel Abbes Airport,Algeria,35.17179871,-0.593275011
DAOV,Ghriss Airport,Algeria,35.20769882,0.147141993
DAUA,Touat Cheikh Sidi Mohamed Belkebir Airport,Algeria,27.83760071,-0.186414003
DAUB,Biskra Airport,Algeria,34.79330063,5.738230228
DAUE,El Golea Airport,Algeria,30.57130051,2.859590054
DAUG,Noumérat - Moufdi Zakaria Airport,Algeria,32.38410187,3.79411006
DAUH,Oued Irara Airport,Algeria,31.67300034,6.140439987
DAUI,In Salah Airport,Algeria,27.25099945,2.512020111
DAUK,Touggourt Sidi Madhi Airport,Algeria,33.06779861,6.088669777
DAUL,Laghouat Airport,Algeria,33.76440048,2.928339958
DAUT,Timimoun Airport,Algeria,29.2371006,0.276033014
DAUU,Ain el Beida Airport,Algeria,31.91720009,5.412779808
DAUZ,In Aménas Airport,Algeria,28.0515,9.64291
DBBB,Cadjehoun Airport,Benin,6.357230186,2.384350061
DFFD,Ouagadougou Airport,Burkina Faso,12.3532,-1.51242
DFOO,Bobo Dioulasso Airport,Burkina Faso,11.16009998,-4.33096981
DGAA,Kotoka International Airport,Ghana,5.6051898,-0.166786
DGLE,Tamale Airport,Ghana,9.557189941,-0.863214016
DGLW,Wa Airport,Ghana,10.08269978,-2.507689953
DGSN,Sunyani Airport,Ghana,7.361830235,-2.328759909
DGTK,Takoradi Airport,Ghana,4.89605999,-1.774760008
DIAP,Port Bouet Airport,Cote d'Ivoire,5.261390209,-3.926290035
DIBK,Bouaké Airport,Cote d'Ivoire,7.738800049,-5.07366991
DIDL,Daloa Airport,Cote d'Ivoire,6.792809963,-6.473189831
DIKO,Korhogo Airport,Cote d'Ivoire,9.387180328,-5.556660175
DIMN,Man Airport,Cote d'Ivoire,7.272069931,-7.587359905
DISP,San Pedro Airport,Cote d'Ivoire,4.746719837,-6.660820007
DIYO,Yamoussoukro Airport,Cote d'Ivoire,6.903170109,-5.365580082
DNAA,Nnamdi Azikiwe International Airport,Nigeria,9.006790161,7.263169765
DNAK,Akure Airport,Nigeria,7.246739864,5.301010132
DNBE,Benin Airport,Nigeria,6.316979885,5.599500179
DNCA,Margaret Ekpo International Airport,Nigeria,4.976019859,8.347200394
DNEN,Akanu Ibiam International Airport,Nigeria,6.474269867,7.56196022
DNGU,Gusau Airport,Nigeria,12.1717,6.69611
DNIB,Ibadan Airport,Nigeria,7.362460136,3.978329897
DNIL,Ilorin International Airport,Nigeria,8.440210342,4.493919849
DNJO,Yakubu Gowon Airport,Nigeria,9.639829636,8.869050026
DNKA,Kaduna Airport,Nigeria,10.6960001,7.320109844
DNKN,Mallam Aminu International Airport,Nigeria,12.0476,8.52462
DNMA,Maiduguri International Airport,Nigeria,11.85529995,13.08090019
DNMK,Makurdi Airport,Nigeria,7.70388,8.61394
DNMM,Murtala Muhammed International Airport,Nigeria,6.577370167,3.321160078
DNMN,Minna Airport,Nigeria,9.652170181,6.462259769
DNPO,Port Harcourt International Airport,Nigeria,5.015490055,6.949590206
DNSO,Sadiq Abubakar III International Airport,Nigeria,12.91629982,5.207190037
DNYO,Yola Airport,Nigeria,9.25755024,12.43039989
DNZA,Zaria Airport,Nigeria,11.1302,7.68581
DRRM,Maradi Airport,Niger,13.50249958,7.126749992
DRRN,Diori Hamani International Airport,Niger,13.4815,2.18361
DRRT,Tahoua Airport,Niger,14.8757,5.265359879
DRZA,Mano Dayak International Airport,Niger,16.9659996,8.000109673
DRZD,Dirkou Airport,Niger,18.96870041,12.86870003
DRZF,Diffa Airport,Niger,13.37290001,12.6267004
DRZR,Zinder Airport,Niger,13.77900028,8.98375988
DTMB,Monastir Habib Bourguiba International Airport,Tunisia,35.7580986,10.75469971
DTTA,Tunis Carthage International Airport,Tunisia,36.85100174,10.22719955
DTTB,Sidi Ahmed Air Base,Tunisia,37.245398,9.79145
DTTD,Remada Air Base,Tunisia,32.30619812,10.38210011
DTTF,Gafsa Ksar International Airport,Tunisia,34.42200089,8.822500229
DTTG,Gabès Matmata International Airport,Tunisia,33.87689972,10.10330009
DTTI,Borj El Amri Airport,Tunisia,36.72129822,9.943149567
DTTJ,Djerba Zarzis International Airport,Tunisia,33.875,10.7755003
DTTR,El Borma Airport,Tunisia,31.70429993,9.254619598
DTTX,Sfax Thyna International Airport,Tunisia,34.7179985,10.69099998
DTTZ,Tozeur Nefta International Airport,Tunisia,33.93970108,8.110560417
DXNG,Niamtougou International Airport,Togo,9.76733017,1.091249943
DXXX,Lomé-Tokoin Airport,Togo,6.165609837,1.254510045
EBAW,Antwerp International Airport (Deurne),Belgium,51.18939972,4.460279942
EBBE,Beauvechain Air Base,Belgium,50.75859833,4.768330097
EBBL,Kleine Brogel Air Base,Belgium,51.168301,5.47
EBBR,Brussels Airport,Belgium,50.90140152,4.48443985
EBBX,Jehonville Air Base,Belgium,49.89170074,5.223889828
EBCI,Brussels South Charleroi Airport,Belgium,50.459202,4.45382
EBCV,Chièvres Air Base,Belgium,50.57580185,3.83100009
EBFN,Koksijde Air Base,Belgium,51.09030151,2.652780056
EBFS,Florennes Air Base,Belgium,50.24330139,4.645830154
EBKT,Wevelgem Airport,Belgium,50.81719971,3.20472002
EBLG,Liège Airport,Belgium,50.63740158,5.443220139
EBOS,Ostend-Bruges International Airport,Belgium,51.19889832,2.862220049
EBSL,Zutendaal Air Base,Belgium,50.94749832,5.590559959
EBST,Brustem Airfield Sint Truiden,Belgium,50.791901,5.20167
EBSU,Saint Hubert Air Base,Belgium,50.03440094,5.440810204
EBUL,Ursel Air Base,Belgium,51.14419937,3.47555995
EBWE,Weelde Air Base,Belgium,51.39479828,4.960189819
EBZR,Zoersel (Oostmalle) Airfield,Belgium,51.264702,4.75333
EDAB,Flugplatz Bautzen,Germany,51.193611,14.519722
EDAC,Altenburg-Nobitz Airport,Germany,50.981945,12.506389
EDAD,Dessau Airfield,Germany,51.831694,12.190962
EDAE,Eisenhüttenstadt Airfield,Germany,52.195856,14.58753
EDAK,Großenhain Airport,Germany,51.30805588,13.5555563
EDAM,Merseburg Airport,Germany,51.3630556,11.9408333
EDAQ,Halle-Oppin Airport,Germany,51.552223,12.053889
EDAU,Riesa-Göhlis Airport,Germany,51.29360962,13.35611057
EDAX,Rechlin-Lärz Airport,Germany,53.30638886,12.75222206
EDAY,Strausberg Airport,Germany,52.58055496,13.91666698
EDAZ,Schönhagen Airport,Germany,52.203609,13.156389
EDBH,Barth Airport,Germany,54.338253,12.710515
EDBJ,Jena-Schöngleina Airfield,Germany,50.915279,11.714444
EDBK,Kyritz Airport,Germany,52.91888809,12.42527771
EDBM,"Magdeburg ""City"" Airport",Germany,52.073612,11.626389
EDBR,Rothenburg/Görlitz Airport,Germany,51.36333466,14.94999981
EDCA,Anklam Airfield,Germany,53.832779,13.668611
EDCD,Cottbus-Drewitz Airport,Germany,51.889442,14.531944
EDCM,Kamenz Airport,Germany,51.29694366,14.12749958
EDDB,Berlin-Schönefeld Airport,Germany,52.380001,13.5225
EDDC,Dresden Airport,Germany,51.13280106,13.76720047
EDDE,Erfurt Airport,Germany,50.97980118,10.95810032
EDDF,Frankfurt am Main Airport,Germany,50.033333,8.570556
EDDG,Münster Osnabrück Airport,Germany,52.13460159,7.684830189
EDDH,Hamburg Airport,Germany,53.63040161,9.988229752
EDDI,Berlin-Tempelhof International Airport,Germany,52.47299957,13.40390015
EDDK,Cologne Bonn Airport,Germany,50.86589813,7.142739773
EDDL,Düsseldorf Airport,Germany,51.289501,6.76678
EDDM,Munich Airport,Germany,48.353802,11.7861
EDDN,Nuremberg Airport,Germany,49.498699,11.078056
EDDP,Leipzig/Halle Airport,Germany,51.423889,12.236389
EDDR,Saarbrücken Airport,Germany,49.21459961,7.109509945
EDDS,Stuttgart Airport,Germany,48.68989944,9.221960068
EDDT,Berlin-Tegel Airport,Germany,52.5597,13.2877
EDDV,Hannover Airport,Germany,52.46110153,9.685079575
EDDW,Bremen Airport,Germany,53.04750061,8.786669731
EDFE,Frankfurt-Egelsbach Airport,Germany,49.959999,8.645833
EDFH,Frankfurt-Hahn Airport,Germany,49.9487,7.26389
EDFM,Mannheim-City Airport,Germany,49.473057,8.514167
EDFQ,Allendorf/Eder Airport,Germany,51.03499985,8.680832863
EDFV,Worms Airport,Germany,49.606945,8.368333
EDFZ,Mainz-Finthen Airport,Germany,49.967499,8.147222
EDGE,Eisenach-Kindel Airport,Germany,50.991604,10.47973
EDGS,Siegerland Airport,Germany,50.70769882,8.082969666
EDHI,Hamburg-Finkenwerder Airport,Germany,53.53527832,9.83555603
EDHK,Kiel-Holtenau Airport,Germany,54.37944412,10.14527798
EDHL,Lübeck Blankensee Airport,Germany,53.80540085,10.71920013
EDKV,Flugplatz Dahlemer Binz,Germany,50.40555573,6.528889179
EDKZ,Meinerzhagen Airport,Germany,51.09999847,7.599999905
EDLA,Arnsberg-Menden Airport,Germany,51.48389053,7.898333073
EDLE,Essen Mulheim Airport,Germany,51.40230179,6.937329769
EDLI,Bielefeld Airport,Germany,51.964722,8.544444
EDLN,Mönchengladbach Airport,Germany,51.230278,6.504444
EDLP,Paderborn Lippstadt Airport,Germany,51.61410141,8.616319656
EDLS,Stadtlohn-Vreden Airport,Germany,51.99583435,6.840556145
EDLW,Dortmund Airport,Germany,51.5182991,7.612239838
EDMA,Augsburg Airport,Germany,48.425278,10.931667
EDMB,Biberach a.d. Riß Airfield,Germany,48.111111,9.762778
EDME,Eggenfelden Airport,Germany,48.39611053,12.72361088
EDMN,Mindelheim-Mattsies Airfield,Germany,48.106945,10.525
EDMO,Oberpfaffenhofen Airport,Germany,48.081402,11.2831
EDMS,Straubing Airport,Germany,48.90083313,12.51666737
EDMV,Vilshofen Airport,Germany,48.63499832,13.19555569
EDNL,Leutkirch-Unterzeil Airport,Germany,47.85889053,10.01416683
EDNY,Friedrichshafen Airport,Germany,47.67129898,9.511489868
EDOP,Schwerin Parchim Airport,Germany,53.426998,11.7834
EDOV,Stendal-Borstel Airport,Germany,52.62888718,11.81861115
EDPA,Aalen-Heidenheim/Elchingen Airport,Germany,48.77777863,10.26472187
EDQD,Bayreuth Airport,Germany,49.985001,11.64
EDQE,Burg Feuerstein Airport,Germany,49.79416656,11.13361073
EDQM,Hof-Plauen Airport,Germany,50.28861237,11.85638905
EDQT,Haßfurt-Schweinfurt Airport,Germany,50.01805496,10.52944374
EDRK,Koblenz-Winningen Airfield,Germany,50.325558,7.528611
EDRT,Trier-Föhren Airport,Germany,49.863888,6.7875
EDRY,Speyer Airfield,Germany,49.304722,8.451389
EDRZ,Zweibrücken Airport,Germany,49.2094,7.40056
EDTD,Donaueschingen-Villingen Airport,Germany,47.97333145,8.522221565
EDTF,Freiburg i. Br. Airport,Germany,48.02277756,7.832499981
EDTM,Mengen-Hohentengen Airport,Germany,48.05389023,9.372777939
EDTY,Adolf Würth Airport,Germany,49.11833191,9.783888817
EDUS,Finsterwalde/Schacksdorf Airport,Germany,51.607498,13.743611
EDVE,Braunschweig-Wolfsburg Airport,Germany,52.319199,10.5561
EDVK,Kassel-Calden Airport,Germany,51.417273,9.384967
EDVM,Hildesheim Airport,Germany,52.18138885,9.946389198
EDWB,Bremerhaven Airport,Germany,53.506943,8.572778
EDWE,Emden Airport,Germany,53.391109,7.2275
EDWF,Leer-Papenburg Airport,Germany,53.27194214,7.44166708
EDWI,Wilhelmshaven-Mariensiel Airport,Germany,53.50222015,8.052222252
EDWR,Borkum Airport,Germany,53.59639,6.709167
EDWY,Norderney Airport,Germany,53.70694351,7.230000019
EDXF,Flensburg-Schäferhaus Airport,Germany,54.7733345,9.378889084
EDXR,Rendsburg-Schachtholm Airport,Germany,54.22000122,9.599444389
EDXW,Westerland Sylt Airport,Germany,54.91320038,8.340470314
EEEI,Ämari Air Base,Estonia,59.26029968,24.20849991
EEKA,Kärdla Airport,Estonia,58.99079895,22.83069992
EEKE,Kuressaare Airport,Estonia,58.22990036,22.5095005
EEPU,Pärnu Airport,Estonia,58.41899872,24.4727993
EETN,Lennart Meri Tallinn Airport,Estonia,59.41329956,24.83279991
EETU,Tartu Airport,Estonia,58.30749893,26.69039917
EFET,Enontekio Airport,Finland,68.36260223,23.42429924
EFEU,Eura Airport,Finland,61.11610031,22.20140076
EFHA,Halli Airport,Finland,61.856039,24.786686
EFHF,Helsinki Malmi Airport,Finland,60.25460052,25.0428009
EFHK,Helsinki Vantaa Airport,Finland,60.31719971,24.9633007
EFHM,Hameenkyro Airport,Finland,61.68970108,23.07369995
EFHN,Hanko Airport,Finland,59.84889984,23.08359909
